14. 1. 20 오후 9:59
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	  108827	754411	                    3422602	                      3749013	
Remaining:       	   40021	448310	                    1519071	                      1618970	
Unique:          	   76896	616182	                    2794138	                      3068049	
Unique Remaining:	   33102	381432	                    1293155	                      1379103	


Individual File Statistics:

File Name                                                                                                   	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
rubydoc/refm/api/src/tkextlib/tile/Tile__TProgress                                                          	             5	                 0	              2	                        0	         25	              0	          17	                     0	                              164	                                    0	                               110	                                           0	                                176	                                      0	                                 118	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tile__Treeview                                                           	            30	                 0	             23	                        0	        128	              0	         107	                     0	                              914	                                    0	                               775	                                           0	                                977	                                      0	                                 829	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tile__TreeviewConfig                                                     	            15	                 0	             11	                        0	        103	              0	          90	                     0	                              962	                                    0	                               853	                                           0	                               1039	                                      0	                                 921	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tile__TScale                                                             	             5	                 0	              2	                        0	         25	              0	          17	                     0	                              155	                                    0	                               101	                                           0	                                167	                                      0	                                 109	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tk__Tile                                                                 	             5	                 0	              1	                        0	         15	              0	           9	                     0	                              117	                                    0	                                70	                                           0	                                125	                                      0	                                  76	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tk__Tile__ParseStyleLayout                                               	             1	                 0	              1	                        0	          4	              0	           4	                     0	                               33	                                    0	                                33	                                           0	                                 35	                                      0	                                  35	                                             0	
rubydoc/refm/api/src/tkextlib/tile/Tk__Tile__TileWidget                                                     	             4	                 0	              2	                        0	         19	              0	          16	                     0	                              127	                                    0	                               110	                                           0	                                140	                                      0	                                 122	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tlabel.rd                                                                	             4	                 0	              1	                        0	         17	              0	           9	                     0	                              105	                                    0	                                58	                                           0	                                113	                                      0	                                  63	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tlabelframe.rd                                                           	             6	                 0	              2	                        0	         32	              0	          19	                     0	                              209	                                    0	                               125	                                           0	                                223	                                      0	                                 133	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tmenubutton.rd                                                           	             4	                 0	              1	                        0	         17	              0	           9	                     0	                              115	                                    0	                                68	                                           0	                                123	                                      0	                                  73	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tnotebook.rd                                                             	            15	                 0	             11	                        0	         56	              0	          45	                     0	                              433	                                    0	                               366	                                           0	                                463	                                      0	                                 392	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tpaned.rd                                                                	            15	                 0	             10	                        0	         71	              0	          54	                     0	                              482	                                    0	                               375	                                           0	                                522	                                      0	                                 407	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tprogressbar.rd                                                          	            14	                 0	              8	                        0	         61	              0	          46	                     0	                              427	                                    0	                               333	                                           0	                                461	                                      0	                                 361	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tradiobutton.rd                                                          	             5	                 0	              2	                        0	         25	              0	          17	                     0	                              174	                                    0	                               127	                                           0	                                185	                                      0	                                 135	                                             0	
rubydoc/refm/api/src/tkextlib/tile/treeview.rd                                                              	             4	                 0	              1	                        0	         14	              0	           6	                     0	                              104	                                    0	                                57	                                           0	                                107	                                      0	                                  57	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tscale.rd                                                                	             4	                 0	              1	                        0	         14	              0	           6	                     0	                               97	                                    0	                                50	                                           0	                                100	                                      0	                                  50	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tscrollbar.rd                                                            	             6	                 0	              2	                        0	         30	              0	          17	                     0	                              198	                                    0	                               114	                                           0	                                212	                                      0	                                 122	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tseparator.rd                                                            	             6	                 0	              2	                        0	         30	              0	          17	                     0	                              198	                                    0	                               114	                                           0	                                212	                                      0	                                 122	                                             0	
rubydoc/refm/api/src/tkextlib/tile/tsquare.rd                                                               	             6	                 0	              2	                        0	         30	              0	          17	                     0	                              189	                                    0	                               105	                                           0	                                203	                                      0	                                 113	                                             0	
rubydoc/refm/api/src/tkextlib/tile.rd                                                                       	             4	                 0	              2	                        0	        112	              0	         109	                     0	                              828	                                    0	                               811	                                           0	                                854	                                      0	                                 836	                                             0	
rubydoc/refm/api/src/tkextlib/tkDND/DND                                                                     	            11	                 0	              9	                        0	         40	              0	          37	                     0	                              336	                                    0	                               319	                                           0	                                363	                                      0	                                 345	                                             0	
rubydoc/refm/api/src/tkextlib/tkDND/DND_Subst                                                               	             3	                 0	              1	                        0	          9	              0	           6	                     0	                               65	                                    0	                                48	                                           0	                                 70	                                      0	                                  52	                                             0	
rubydoc/refm/api/src/tkextlib/tkDND/shape.rd                                                                	            13	                 0	             11	                        0	         55	              0	          52	                     0	                              409	                                    0	                               392	                                           0	                                440	                                      0	                                 422	                                             0	
rubydoc/refm/api/src/tkextlib/tkDND/tkdnd.rd                                                                	             9	                 0	              3	                        0	         34	              0	          11	                     0	                              246	                                    0	                                86	                                           0	                                260	                                      0	                                  90	                                             0	
rubydoc/refm/api/src/tkextlib/tkDND.rd                                                                      	             3	                 0	              1	                        0	         20	              0	          17	                     0	                              132	                                    0	                               115	                                           0	                                138	                                      0	                                 120	                                             0	
rubydoc/refm/api/src/tkextlib/tkHTML/ClippingWindow                                                         	             4	                 0	              2	                        0	         14	              0	          11	                     0	                              107	                                    0	                                90	                                           0	                                118	                                      0	                                 100	                                             0	
rubydoc/refm/api/src/tkextlib/tkHTML/HTML_Widget                                                            	            79	                 1	             68	                        1	        340	             15	         313	                    15	                             2579	                                   59	                              2357	                                          59	                               2774	                                     66	                                2539	                                            66	
rubydoc/refm/api/src/tkextlib/tkHTML/htmlwidget.rd                                                          	             4	                 0	              2	                        0	         16	              0	          13	                     0	                              128	                                    0	                               111	                                           0	                                132	                                      0	                                 114	                                             0	
rubydoc/refm/api/src/tkextlib/tkHTML.rd                                                                     	             3	                 0	              1	                        0	         14	              0	          11	                     0	                              101	                                    0	                                84	                                           0	                                105	                                      0	                                  87	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/bmp.rd                                                                  	             6	                 0	              2	                        0	         25	              0	          19	                     0	                              180	                                    0	                               133	                                           0	                                191	                                      0	                                 142	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/gif.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/ico.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/jpeg.rd                                                                 	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              181	                                    0	                                75	                                           0	                                192	                                      0	                                  81	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/pcx.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/PIXMAP                                                                  	             5	                 0	              1	                        0	         16	              0	          10	                     0	                              124	                                    0	                                77	                                           0	                                132	                                      0	                                  83	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/pixmap.rd                                                               	             4	                 0	              1	                        0	         16	              0	           4	                     0	                              118	                                    0	                                42	                                           0	                                122	                                      0	                                  42	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/png.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/ppm.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/ps.rd                                                                   	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              179	                                    0	                                73	                                           0	                                190	                                      0	                                  79	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/sgi.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/sun.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/tga.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/tiff.rd                                                                 	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              181	                                    0	                                75	                                           0	                                192	                                      0	                                  81	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/TkPixmapImage                                                           	             4	                 0	              1	                        0	         13	              0	           7	                     0	                               97	                                    0	                                60	                                           0	                                106	                                      0	                                  67	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/window.rd                                                               	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              183	                                    0	                                77	                                           0	                                194	                                      0	                                  83	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/xbm.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg/xpm.rd                                                                  	             6	                 0	              1	                        0	         25	              0	          10	                     0	                              180	                                    0	                                74	                                           0	                                191	                                      0	                                  80	                                             0	
rubydoc/refm/api/src/tkextlib/tkimg.rd                                                                      	             6	                 0	              2	                        0	         28	              0	          22	                     0	                              204	                                    0	                               157	                                           0	                                216	                                      0	                                 167	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable                                                               	            76	                 0	             58	                        0	        275	              0	         222	                     0	                             2151	                                    0	                              1733	                                           0	                               2292	                                      0	                                1848	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__BrowseCommand                                                	             3	                 0	              1	                        0	          8	              0	           5	                     0	                               67	                                    0	                                50	                                           0	                                 72	                                      0	                                  54	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__BrowseCommand__ValidateArgs                                  	             4	                 0	              2	                        0	         15	              0	          12	                     0	                              122	                                    0	                               105	                                           0	                                130	                                      0	                                 112	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__CellCommand                                                  	             3	                 0	              1	                        0	          8	              0	           5	                     0	                               65	                                    0	                                48	                                           0	                                 70	                                      0	                                  52	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__CellCommand__ValidateArgs                                    	             4	                 0	              1	                        0	         15	              0	           7	                     0	                              120	                                    0	                                66	                                           0	                                128	                                      0	                                  70	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__CellTag                                                      	            18	                 0	             12	                        0	         64	              0	          48	                     0	                              466	                                    0	                               358	                                           0	                                506	                                      0	                                 388	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__ConfigMethod                                                 	            11	                 0	              4	                        0	         51	              0	          24	                     0	                              453	                                    0	                               209	                                           0	                                489	                                      0	                                 226	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__NamedCellTag                                                 	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              119	                                    0	                               102	                                           0	                                131	                                      0	                                 113	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__SelectionCommand                                             	             3	                 0	              1	                        0	          8	              0	           5	                     0	                               70	                                    0	                                53	                                           0	                                 75	                                      0	                                  57	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__SelectionCommand__ValidateArgs                               	             4	                 0	              1	                        0	         15	              0	           7	                     0	                              125	                                    0	                                71	                                           0	                                133	                                      0	                                  75	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__ValidateCommand                                              	             3	                 0	              1	                        0	          8	              0	           5	                     0	                               69	                                    0	                                52	                                           0	                                 74	                                      0	                                  56	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/TkTable__ValidateCommand__ValidateArgs                                	             4	                 0	              1	                        0	         15	              0	           7	                     0	                              124	                                    0	                                70	                                           0	                                132	                                      0	                                  74	                                             0	
rubydoc/refm/api/src/tkextlib/tktable/tktable.rd                                                            	             3	                 0	              2	                        0	         54	              0	          52	                     0	                              546	                                    0	                               534	                                           0	                                551	                                      0	                                 538	                                             0	
rubydoc/refm/api/src/tkextlib/tktable.rd                                                                    	             3	                 0	              1	                        0	         13	              0	          10	                     0	                               88	                                    0	                                71	                                           0	                                 92	                                      0	                                  74	                                             0	
rubydoc/refm/api/src/tkextlib/tktrans/TkTrans                                                               	             6	                 0	              1	                        0	         15	              0	           3	                     0	                              119	                                    0	                                18	                                           0	                                127	                                      0	                                  20	                                             0	
rubydoc/refm/api/src/tkextlib/tktrans/tktrans.rd                                                            	            10	                 0	              6	                        0	         38	              0	          31	                     0	                              352	                                    0	                               281	                                           0	                                372	                                      0	                                 298	                                             0	
rubydoc/refm/api/src/tkextlib/tktrans.rd                                                                    	             3	                 0	              1	                        0	         16	              0	          13	                     0	                              110	                                    0	                                93	                                           0	                                115	                                      0	                                  97	                                             0	
rubydoc/refm/api/src/tkextlib/treectrl/tktreectrl.rd                                                        	             4	                 0	              2	                        0	         20	              0	          17	                     0	                              165	                                    0	                               148	                                           0	                                169	                                      0	                                 151	                                             0	
rubydoc/refm/api/src/tkextlib/treectrl/TreeCtrl                                                             	           110	                 0	             96	                        0	        447	              0	         412	                     0	                             3927	                                    0	                              3662	                                           0	                               4182	                                      0	                                3902	                                             0	
rubydoc/refm/api/src/tkextlib/treectrl/TreeCtrl__ConfigMethod                                               	            32	                 0	             27	                        0	        161	              0	         143	                     0	                             1504	                                    0	                              1354	                                           0	                               1622	                                      0	                                1460	                                             0	
rubydoc/refm/api/src/tkextlib/treectrl/TreeCtrl__NotifyEvent                                                	             3	                 0	              1	                        0	          9	              0	           6	                     0	                               70	                                    0	                                53	                                           0	                                 75	                                      0	                                  57	                                             0	
rubydoc/refm/api/src/tkextlib/treectrl.rd                                                                   	             3	                 0	              1	                        0	         14	              0	          11	                     0	                              105	                                    0	                                88	                                           0	                                109	                                      0	                                  91	                                             0	
rubydoc/refm/api/src/tkextlib/vu/bargraph.rd                                                                	             5	                 0	              2	                        0	         21	              0	          16	                     0	                              131	                                    0	                               101	                                           0	                                144	                                      0	                                 112	                                             0	
rubydoc/refm/api/src/tkextlib/vu/charts.rd                                                                  	             4	                 0	              2	                        0	         19	              0	          16	                     0	                              155	                                    0	                               138	                                           0	                                159	                                      0	                                 141	                                             0	
rubydoc/refm/api/src/tkextlib/vu/ChartsConfig                                                               	             4	                 0	              2	                        0	          9	              0	           6	                     0	                               70	                                    0	                                53	                                           0	                                 74	                                      0	                                  56	                                             0	
rubydoc/refm/api/src/tkextlib/vu/dial.rd                                                                    	            14	                 0	              9	                        0	         61	              0	          47	                     0	                              410	                                    0	                               329	                                           0	                                449	                                      0	                                 362	                                             0	
rubydoc/refm/api/src/tkextlib/vu/NamedPieSlice                                                              	             4	                 0	              2	                        0	         15	              0	          12	                     0	                              100	                                    0	                                83	                                           0	                                110	                                      0	                                  92	                                             0	
rubydoc/refm/api/src/tkextlib/vu/Pie                                                                        	            16	                 0	             14	                        0	         72	              0	          69	                     0	                              548	                                    0	                               531	                                           0	                                589	                                      0	                                 571	                                             0	
rubydoc/refm/api/src/tkextlib/vu/pie.rd                                                                     	             4	                 0	              1	                        0	         16	              0	           8	                     0	                              136	                                    0	                                91	                                           0	                                139	                                      0	                                  91	                                             0	
rubydoc/refm/api/src/tkextlib/vu/PieSlice                                                                   	            19	                 0	              7	                        0	         61	              0	          29	                     0	                              463	                                    0	                               211	                                           0	                                496	                                      0	                                 229	                                             0	
rubydoc/refm/api/src/tkextlib/vu/PieSliceConfigMethod                                                       	             4	                 0	              2	                        0	          8	              0	           5	                     0	                               70	                                    0	                                53	                                           0	                                 73	                                      0	                                  55	                                             0	
rubydoc/refm/api/src/tkextlib/vu/spinbox.rd                                                                 	             4	                 0	              2	                        0	         12	              0	           9	                     0	                               71	                                    0	                                54	                                           0	                                 77	                                      0	                                  59	                                             0	
rubydoc/refm/api/src/tkextlib/vu/TkcBarchart                                                                	             4	                 0	              2	                        0	         10	              0	           7	                     0	                               69	                                    0	                                52	                                           0	                                 75	                                      0	                                  57	                                             0	
